"Approach","Count","Page Size","Mean (in microseconds)","p99 (in microseconds)","p95 (in microseconds)","p50 (in microseconds)"
"idlimit",900,30,336.8086285061306,345.07115681966144,342.36907958984375,335.7728322347005
"skiplimit",900,40,420.9988359091939,486.7712656656901,479.8571268717448,388.6222839355469
"idlimit",900,40,367.0989603236102,375.98609924316406,375.0324249267578,368.43617757161456
"skiplimit",900,50,414.7776850947627,491.7780558268229,491.7780558268229,403.0068715413411
"idlimit",900,50,372.2861961082176,385.52284240722656,385.52284240722656,370.6614176432292
"skiplimit",900,60,425.72021484375,501.39427185058594,501.39427185058594,409.2852274576823
"idlimit",900,60,390.5879126654731,401.0995229085286,401.0995229085286,389.09912109375
"skiplimit",900,70,437.96270321577026,508.7057749430338,508.7057749430338,416.75567626953125
"idlimit",900,70,408.39268611027643,420.7293192545573,420.7293192545573,409.3647003173828
"skiplimit",900,80,454.0284474690755,518.0835723876953,518.0835723876953,449.26007588704425
"idlimit",900,80,419.2259576585558,433.84234110514325,433.84234110514325,429.6302795410156
"skiplimit",900,90,467.5626754760742,527.4613698323568,527.4613698323568,456.3331604003906
"idlimit",900,90,461.17305755615234,467.3004150390625,467.3004150390625,461.73731486002606
"skiplimit",900,100,484.1133400245949,538.1902058919271,538.1902058919271,458.5584004720052
"idlimit",900,100,479.37145939579716,504.7321319580078,504.7321319580078,472.9429880777995
Count 750
"skiplimit",950,10,363.9606007358484,471.43300374348956,452.91582743326825,365.8135732014974
"idlimit",950,10,293.95923279879383,307.162602742513,300.0895182291667,293.0959065755208
"skiplimit",950,20,380.32895988888214,471.98931376139325,465.39306640625,379.5623779296875
"idlimit",950,20,329.30407259199353,345.309575398763,336.4086151123047,326.8718719482422
"skiplimit",950,30,392.73252089818317,477.3139953613281,476.1219024658203,386.23809814453125
"idlimit",950,30,336.9351228078206,349.8395284016927,347.7732340494792,335.6138865152995
"skiplimit",950,40,410.3746679094103,495.3543345133463,490.26807149251306,404.2784372965495
"idlimit",950,40,363.16447787814667,387.03282674153644,380.6749979654948,356.0384114583333
"skiplimit",950,50,419.2026037918894,496.70537312825525,496.70537312825525,413.65623474121094
"idlimit",950,50,374.6183294998972,379.88026936848956,379.88026936848956,373.2045491536458
"skiplimit",950,60,437.61730194091797,521.3419596354166,521.3419596354166,431.37868245442706
"idlimit",950,60,393.9966360727946,401.6558329264323,401.6558329264323,393.86749267578125
"skiplimit",950,70,451.26392727806456,529.8455556233724,529.8455556233724,440.43858846028644
"idlimit",950,70,412.13489714122954,433.5244496663411,433.5244496663411,413.2588704427083
"skiplimit",950,80,461.59161461724176,533.5807800292969,533.5807800292969,448.147455851237
"idlimit",950,80,429.28589714898004,437.1802012125651,437.1802012125651,431.8555196126302
"skiplimit",950,90,475.2910498416785,534.7728729248047,534.7728729248047,450.13427734375
"idlimit",950,90,457.08454016483194,482.40025838216144,482.40025838216144,461.41942342122394
"skiplimit",950,100,486.30237579345703,555.6742350260416,555.6742350260416,476.51926676432294
"idlimit",950,100,460.27501424153644,478.90345255533856,478.90345255533856,470.7177480061849
Count 750
"skiplimit",1000,10,369.9835141499837,485.7381184895833,466.1877950032552,368.6745961507161
"idlimit",1000,10,295.719305674235,313.12306722005206,302.8710683186849,294.8443094889323
"skiplimit",1000,20,386.3112131754557,491.5396372477213,485.1818084716797,379.1650136311849
"idlimit",1000,20,318.6670939127604,339.66700236002606,325.83872477213544,317.4146016438802
"skiplimit",1000,30,401.6277836818321,495.83117167154944,492.6522572835287,395.6158955891927
"idlimit",1000,30,334.12026424033974,339.34911092122394,338.47490946451825,334.10390218098956
"skiplimit",1000,40,412.13353474934894,505.7652791341146,494.08276875813806,404.19896443684894
"idlimit",1000,40,355.9589385986328,376.62188212076825,364.7804260253906,353.89264424641925
"skiplimit",1000,50,428.0567169189453,518.7193552652994,518.7193552652994,424.7029622395833
"idlimit",1000,50,374.30127461751306,383.05918375651044,383.05918375651044,374.4761149088542
"skiplimit",1000,60,445.253708783318,523.5671997070312,523.5671997070312,437.2596740722656
"idlimit",1000,60,391.4365581437653,399.9074300130208,399.9074300130208,393.5496012369792
"skiplimit",1000,70,452.87874009874133,530.6402842203776,530.6402842203776,429.9481709798177
"idlimit",1000,70,406.39771355523004,428.91502380371094,428.91502380371094,411.3515218098958
"skiplimit",1000,80,469.93524600297974,534.2960357666016,534.2960357666016,447.8295644124349
"idlimit",1000,80,427.0015618739984,448.8627115885417,448.8627115885417,428.5971323649089
"skiplimit",1000,90,482.5790723164876,546.7732747395834,546.7732747395834,477.4729410807292
"idlimit",1000,90,436.51130464341907,456.9689432779948,456.9689432779948,450.29322306315106
"skiplimit",1000,100,491.9211069742838,557.5021107991537,557.5021107991537,479.4597625732422
"idlimit",1000,100,465.32948811848956,473.4992980957031,473.4992980957031,467.220942179362
Count 750
"skiplimit",1050,10,373.47702752976187,489.79123433430993,471.194585164388,371.61509195963544
"idlimit",1050,10,292.85370357452877,314.39463297526044,301.8379211425781,291.1885579427083
"skiplimit",1050,20,391.7817049806223,511.16943359375,500.2816518147787,383.8539123535156
"idlimit",1050,20,314.9224527227054,330.92498779296875,322.262446085612,313.9972686767578
"skiplimit",1050,30,401.79434276762464,517.0504252115885,497.02326456705725,391.88067118326825
"idlimit",1050,30,338.1388528006417,352.4621327718099,346.26324971516925,336.9649251302083
"skiplimit",1050,40,420.97656815140334,531.7529042561849,505.68580627441406,407.93418884277344
"idlimit",1050,40,356.12965807502655,385.44336954752606,364.7009531656901,354.6873728434245
"skiplimit",1050,50,434.61814759269595,538.1107330322266,514.4278208414713,418.3451334635417
"idlimit",1050,50,378.26432122124567,391.32436116536456,389.7349039713542,375.2708435058594
"skiplimit",1050,60,446.63305635805483,528.7329355875651,528.7329355875651,438.45176696777344
"idlimit",1050,60,392.37958413583266,400.78163146972656,400.78163146972656,394.0264383951823
"skiplimit",1050,70,464.2433590359158,540.5743916829427,540.5743916829427,444.65065002441406
"idlimit",1050,70,412.8403133816189,416.4377848307292,416.4377848307292,410.4773203531901
"skiplimit",1050,80,472.3582948957171,551.5416463216146,551.5416463216146,470.08196512858075
"idlimit",1050,80,431.1345872424898,456.01526896158856,456.01526896158856,440.5975341796875
"skiplimit",1050,90,494.8245154486762,568.9462025960287,568.9462025960287,478.1087239583333
"idlimit",1050,90,451.68399810791016,485.7381184895833,485.7381184895833,451.2468973795573
"skiplimit",1050,100,496.0190166126598,561.3168080647787,561.3168080647787,471.5124766031901
"idlimit",1050,100,454.72925359552556,470.5588022867839,470.5588022867839,461.89626057942706
Count 750
"skiplimit",1100,10,379.11732991536456,499.08955891927087,493.8443501790365,375.2708435058594
"idlimit",1100,10,293.6514941128818,302.4737040201823,297.9437510172526,293.0959065755208
"skiplimit",1100,20,396.99438846472543,515.7788594563802,506.71895345052087,385.3638966878255
"idlimit",1100,20,316.3944591175426,337.75965372721356,320.9908803304036,314.7125244140625
"skiplimit",1100,30,410.18735181103955,522.9314168294271,519.4346110026041,399.9869028727214
"idlimit",1100,30,334.73968505859375,355.3231557210286,341.9717152913411,333.865483601888
"skiplimit",1100,40,425.9291149321057,530.9581756591797,530.8787027994791,419.1398620605469
"idlimit",1100,40,356.0412497747512,381.15183512369794,359.7736358642578,353.17738850911456
"skiplimit",1100,50,437.6317515517726,543.1969960530599,536.2033843994141,428.83555094401044
"idlimit",1100,50,374.78678154222894,394.4238026936849,381.9465637207031,372.3303476969401
"skiplimit",1100,60,449.54450506913037,544.4685618082682,544.4685618082682,437.73651123046875
"idlimit",1100,60,390.2368378220943,409.6031188964844,409.6031188964844,392.1190897623698
"skiplimit",1100,70,460.8432451883952,560.601552327474,560.601552327474,446.00168863932294
"idlimit",1100,70,409.4044367472331,419.29880777994794,419.29880777994794,410.5567932128906
"skiplimit",1100,80,480.03877912248885,580.0724029541016,580.0724029541016,469.2872365315755
"idlimit",1100,80,430.6804566156297,449.3395487467448,449.3395487467448,430.3455352783203
"skiplimit",1100,90,493.6487246782351,569.1051483154297,569.1051483154297,470.95616658528644
"idlimit",1100,90,440.0779039431841,469.2872365315755,469.2872365315755,449.18060302734375
"skiplimit",1100,100,502.7236360492128,588.8938903808594,588.8938903808594,471.7508951822917
"idlimit",1100,100,465.8410043427438,472.06878662109375,472.06878662109375,466.6646321614583
Count 750
"skiplimit",1150,10,387.01347682787025,512.6794179280599,507.59315490722656,379.32395935058594
"idlimit",1150,10,293.61628103947294,312.1693929036458,298.3411153157552,292.5395965576172
"skiplimit",1150,20,406.16797304701527,530.242919921875,528.8124084472656,395.77484130859375
"idlimit",1150,20,317.5064064990515,342.0511881510417,324.6466318766276,315.74567159016925
"skiplimit",1150,30,418.28400049454126,535.0907643636068,535.0112915039062,410.4773203531901
"idlimit",1150,30,335.1166717007629,349.91900126139325,342.0511881510417,335.1370493570964
"skiplimit",1150,40,429.36445652753457,545.0248718261719,536.3623301188151,421.5240478515625
"idlimit",1150,40,355.70407735890353,373.2840220133464,369.9461619059245,353.4952799479167
"skiplimit",1150,50,444.743944251019,562.4294281005859,556.7073822021484,424.7824350992839
"idlimit",1150,50,375.5369048187698,386.0791524251302,384.0923309326172,373.1250762939453
"skiplimit",1150,60,462.01546986897785,579.4366200764974,579.4366200764974,448.2269287109375
"idlimit",1150,60,389.29382960001624,412.3846689860026,412.3846689860026,390.6091054280599
"skiplimit",1150,70,483.24641059426705,580.1518758138021,580.1518758138021,482.71814982096356
"idlimit",1150,70,412.22572326660156,428.0408223470052,428.0408223470052,414.76885477701825
"skiplimit",1150,80,487.0838589138455,581.2644958496094,581.2644958496094,465.39306640625
"idlimit",1150,80,422.59428236219617,433.20655822753906,433.20655822753906,428.12029520670575
"skiplimit",1150,90,496.48529443985376,593.3443705240885,593.3443705240885,472.6250966389974
"idlimit",1150,90,443.4707837227063,454.90264892578125,454.90264892578125,446.47852579752606
"skiplimit",1150,100,513.2887098524305,592.1522776285807,592.1522776285807,495.67222595214844
"idlimit",1150,100,460.75052685207794,481.68500264485675,481.68500264485675,468.6514536539714
Count 750
"skiplimit",1200,10,390.93361960517035,524.6798197428385,516.8120066324869,384.8075866699219
"idlimit",1200,10,293.5144636366103,310.57993570963544,299.29478963216144,292.4601236979167
"skiplimit",1200,20,407.4639744228787,533.2628885904948,528.9713541666666,400.22532145182294
"idlimit",1200,20,315.7774607340495,336.1701965332031,326.39503479003906,314.87147013346356
"skiplimit",1200,30,421.30549748738605,547.7269490559896,546.9322204589844,409.4441731770833
"idlimit",1200,30,334.70988273620605,342.44855244954425,341.65382385253906,333.62706502278644
"skiplimit",1200,40,433.18006727430554,553.131103515625,548.2037862141927,424.9413808186849
"idlimit",1200,40,353.4661398993598,370.7408905029297,358.34312438964844,351.90582275390625
"skiplimit",1200,50,447.08450635274255,566.5620168050131,550.8263905843099,437.10072835286456
"idlimit",1200,50,372.7045324113634,381.9465637207031,381.8670908610026,371.4561462402344
"skiplimit",1200,60,460.5809847513834,569.8204040527344,569.8204040527344,450.0548044840495
"idlimit",1200,60,393.10455322265625,408.2520802815755,408.2520802815755,393.86749267578125
"skiplimit",1200,70,475.2609464857313,583.0923716227213,583.0923716227213,464.8367563883464
"idlimit",1200,70,404.28726761429397,416.04042053222656,416.04042053222656,408.8878631591797
"skiplimit",1200,80,489.3779754638672,601.8479665120443,601.8479665120443,466.26726786295575
"idlimit",1200,80,428.9203219943576,437.10072835286456,437.10072835286456,428.3587137858073
"skiplimit",1200,90,499.0100860595703,596.7617034912109,596.7617034912109,502.6658376057943
"idlimit",1200,90,443.54938325427827,457.92261759440106,457.92261759440106,450.8495330810547
"skiplimit",1200,100,514.0238338046604,610.9078725179037,610.9078725179037,495.751698811849
"idlimit",1200,100,466.6712548997667,480.0160725911458,480.0160725911458,468.17461649576825
Count 750
"skiplimit",1250,10,399.63658650716144,534.9318186442057,524.6003468831381,394.900639851888
"idlimit",1250,10,294.32741800944007,315.74567159016925,303.42737833658856,292.2217051188151
"skiplimit",1250,20,415.96220914648956,555.5152893066406,543.6738332112631,407.21893310546875
"idlimit",1250,20,315.32055486446967,328.5408020019531,322.58033752441406,313.9177958170573
"skiplimit",1250,30,428.0975886753628,556.3100179036459,549.31640625,415.96094767252606
"idlimit",1250,30,335.1010973491366,350.07794698079425,341.17698669433594,334.8986307779948
"skiplimit",1250,40,442.28633244832355,563.2241566975912,555.4358164469401,431.5376281738281
"idlimit",1250,40,354.44895426432294,374.2376963297526,367.4030303955078,353.3363342285156
"skiplimit",1250,50,452.54071553548175,574.1119384765625,562.0320638020834,431.5376281738281
"idlimit",1250,50,371.4942932128906,375.827153523763,375.7476806640625,370.34352620442706
"skiplimit",1250,60,471.9136253235832,588.3375803629557,577.5292714436849,449.89585876464844
"idlimit",1250,60,392.1947782001798,402.21214294433594,397.5232442220052,390.84752400716144
"skiplimit",1250,70,480.5061552259657,587.304433186849,587.304433186849,476.837158203125
"idlimit",1250,70,411.8901711923105,424.8619079589844,424.8619079589844,410.7952117919922
"skiplimit",1250,80,500.18231074015296,596.6027577718099,596.6027577718099,487.5659942626953
"idlimit",1250,80,427.65339215596515,440.0412241617839,440.0412241617839,431.4581553141276
"skiplimit",1250,90,507.93375287737166,618.3783213297526,618.3783213297526,489.07597859700525
"idlimit",1250,90,445.31481606619695,457.6841990152995,457.6841990152995,445.36590576171875
"skiplimit",1250,100,522.8825104542268,609.8747253417969,609.8747253417969,492.89067586263025
"idlimit",1250,100,462.9966540214343,487.7249399820964,487.7249399820964,463.24729919433594
Count 750
"skiplimit",1300,10,403.87985033866687,551.6211191813151,539.9386088053385,399.4305928548177
"idlimit",1300,10,295.6537099984976,311.6130828857422,306.4473470052083,294.2879994710286
"skiplimit",1300,20,422.66723437187,567.5951639811198,550.9058634440104,424.1466522216797
"idlimit",1300,20,322.0900511130308,366.36988321940106,339.26963806152344,319.2424774169922
"skiplimit",1300,30,436.23917030565667,585.5560302734375,555.0384521484375,428.12029520670575
"idlimit",1300,30,337.50136693318683,358.9789072672526,357.4689229329427,335.693359375
"skiplimit",1300,40,450.0379466047191,574.8271942138672,568.6283111572266,447.7500915527344
"idlimit",1300,40,355.98302128339054,373.2840220133464,370.7408905029297,353.89264424641925
"skiplimit",1300,50,460.81726367657,589.2117818196615,585.3970845540365,453.3131917317708
"idlimit",1300,50,373.02420689509466,385.3638966878255,381.5491994222005,372.25087483723956
"skiplimit",1300,60,474.5541196880919,588.3375803629557,587.5428517659506,459.6710205078125
"idlimit",1300,60,397.3353992808949,408.6494445800781,404.9936930338542,396.96693420410156
"skiplimit",1300,70,499.9219325550815,611.3052368164062,611.3052368164062,473.4198252360026
"idlimit",1300,70,412.8113127591317,429.7097524007161,429.7097524007161,413.73570760091144
"skiplimit",1300,80,513.0487329819623,637.054443359375,637.054443359375,497.02326456705725
"idlimit",1300,80,428.1717188218061,454.4258117675781,454.4258117675781,432.01446533203125
"skiplimit",1300,90,517.0027414957682,623.3851114908854,623.3851114908854,505.36791483561194
"idlimit",1300,90,446.06526692708337,465.55201212565106,465.55201212565106,452.35951741536456
"skiplimit",1300,100,528.1521723820613,641.2665049235026,641.2665049235026,494.0032958984375
"idlimit",1300,100,470.69940811548474,484.3870798746745,484.3870798746745,471.7508951822917
Count 750
"skiplimit",1350,10,410.09820537802614,565.8467610677084,545.7401275634766,403.0863444010417
"idlimit",1350,10,310.94609955210746,348.6474355061849,320.3550974527995,307.5599670410156
"skiplimit",1350,20,437.13695862713985,579.1187286376953,567.5951639811198,422.55719502766925
"idlimit",1350,20,318.66162431006336,342.44855244954425,329.81236775716144,317.2556559244792
"skiplimit",1350,30,437.81245196307145,581.7413330078125,564.8930867513021,421.603520711263
"idlimit",1350,30,342.1889411078559,361.9988759358724,351.7468770345052,340.1438395182292
"skiplimit",1350,40,456.1438279993394,597.6359049479166,581.6618601481119,445.1274871826172
"idlimit",1350,40,358.55115628709984,380.3571065266927,376.70135498046875,356.51524861653644
"skiplimit",1350,50,469.1106301766855,603.7553151448568,597.0795949300131,453.5516103108724
"idlimit",1350,50,373.42825053650654,389.8143768310547,379.5623779296875,370.26405334472656
"skiplimit",1350,60,479.0693089581918,602.4837493896484,588.8938903808594,460.9425862630208
"idlimit",1350,60,402.1948662357054,421.68299357096356,407.6162974039714,402.9273986816406
"skiplimit",1350,70,508.68590672810876,634.9881490071615,634.9881490071615,486.53284708658856
"idlimit",1350,70,404.1314125061035,423.8287607828776,423.8287607828776,407.7752431233724
"skiplimit",1350,80,532.4868594898898,631.6502888997396,631.6502888997396,493.20856730143225
"idlimit",1350,80,437.3905705470665,447.4322001139323,447.4322001139323,438.37229410807294
"skiplimit",1350,90,522.7936638726128,675.5193074544271,675.5193074544271,491.14227294921875
"idlimit",1350,90,458.5160149468316,467.8567250569661,467.8567250569661,454.98212178548175
"skiplimit",1350,100,532.9449971516927,632.6834360758463,632.6834360758463,523.1698354085287
"idlimit",1350,100,466.5283929734003,487.8838857014974,487.8838857014974,470.5588022867839
Count 750
"skiplimit",1400,10,415.79689298357283,572.363535563151,563.0652109781901,406.9010416666667
"idlimit",1400,10,303.49663325718467,319.7193145751953,311.93097432454425,301.7584482828776
"skiplimit",1400,20,428.17252022879467,577.2908528645834,562.7473195393881,421.76246643066406
"idlimit",1400,20,337.37364269438245,375.98609924316406,346.5016682942708,325.4413604736328
"skiplimit",1400,30,445.7074699672401,592.3906962076823,584.5228830973307,433.12708536783856
"idlimit",1400,30,341.3511506209137,369.5487976074219,362.55518595377606,336.1701965332031
"skiplimit",1400,40,458.5220700218564,598.5895792643229,589.1323089599609,441.1538441975911
"idlimit",1400,40,362.21231733049666,394.1059112548828,387.9070281982422,358.5020701090495
"skiplimit",1400,50,474.46148736136297,620.6035614013672,599.8611450195312,459.43260192871094
"idlimit",1400,50,374.11281040736606,387.9865010579427,387.50966389973956,371.853510538737
"skiplimit",1400,60,494.74504258897576,622.1135457356771,619.8088328043619,473.97613525390625
"idlimit",1400,60,394.162204530504,419.29880777994794,411.2720489501953,392.4369812011719
"skiplimit",1400,70,509.06340281168616,633.7960561116537,633.7960561116537,500.2816518147787
"idlimit",1400,70,409.551461537679,432.2528839111328,432.2528839111328,407.5368245442708
"skiplimit",1400,80,510.9530908090097,628.9482116699219,628.9482116699219,491.3806915283203
"idlimit",1400,80,422.3231916074399,435.6702168782552,435.6702168782552,425.65663655598956
"skiplimit",1400,90,520.3237136205038,632.4450174967448,632.4450174967448,502.1890004475912
"idlimit",1400,90,440.7415787378947,456.73052469889325,456.73052469889325,446.08116149902344
"skiplimit",1400,100,536.6121019635882,662.5652313232422,662.5652313232422,511.56679789225257
"idlimit",1400,100,465.8585502987816,474.5324452718099,474.5324452718099,465.8699035644531
Count 750
"skiplimit",1450,10,418.4169330816159,573.8735198974609,562.7473195393881,415.0867462158203
"idlimit",1450,10,304.2577326982871,323.1366475423177,314.791997273763,302.23528544108075
"skiplimit",1450,20,445.15034923814744,602.8016408284506,590.9601847330729,432.3323567708333
"idlimit",1450,20,314.5742634115698,334.5012664794922,326.7923990885417,312.80517578125
"skiplimit",1450,30,450.020744687035,599.3048350016276,593.8212076822916,433.12708536783856
"idlimit",1450,30,334.04227016734427,350.07794698079425,345.54799397786456,333.0707550048828
"skiplimit",1450,40,466.3295574016399,605.1063537597656,600.7353464762369,447.5911458333333
"idlimit",1450,40,351.46550015286283,361.9194030761719,360.80678304036456,351.5084584554036
"skiplimit",1450,50,479.94208061832126,627.4382273356119,612.9741668701172,459.1147104899089
"idlimit",1450,50,377.87426477191093,428.83555094401044,398.0000813802083,370.6614176432292
"skiplimit",1450,60,491.5078481038411,637.8491719563802,631.4913431803385,469.2872365315755
"idlimit",1450,60,389.8175557454427,416.4377848307292,410.31837463378906,390.13226826985675
"skiplimit",1450,70,504.9478440057664,638.1670633951823,636.3391876220703,488.12230428059894
"idlimit",1450,70,408.70621090843565,433.6039225260417,416.9940948486328,407.3778788248698
"skiplimit",1450,80,519.3384070145457,642.1407063802084,642.1407063802084,500.7584889729818
"idlimit",1450,80,440.6309964364035,469.1282908121745,469.1282908121745,442.5843556722005
"skiplimit",1450,90,530.7711806951784,656.2074025472006,656.2074025472006,515.5404408772787
"idlimit",1450,90,440.9621743594899,461.0220591227214,461.0220591227214,449.26007588704425
"skiplimit",1450,100,540.7174428304037,654.3000539143881,654.3000539143881,514.6662394205729
"idlimit",1450,100,461.81678771972656,473.4992980957031,473.4992980957031,468.0156707763672
Count 750
"skiplimit",1500,10,425.78697204589844,583.7281545003256,574.5093027750651,425.3387451171875
"idlimit",1500,10,295.50287458631726,323.21612040201825,299.533208211263,292.77801513671875
"skiplimit",1500,20,441.9242011176215,604.6295166015625,582.0592244466146,429.1534423828125
"idlimit",1500,20,314.3925136990017,332.83233642578125,318.606694539388,313.12306722005206
"skiplimit",1500,30,452.03049977620446,609.3184153238932,598.0332692464193,441.2333170572917
"idlimit",1500,30,334.65703328450525,342.44855244954425,340.46173095703125,334.1833750406901
"skiplimit",1500,40,467.9822085196512,617.98095703125,613.6099497477213,460.3068033854167
"idlimit",1500,40,353.91355815686677,365.33673604329425,358.5020701090495,353.2568613688151
"skiplimit",1500,50,488.3103900485569,649.6111551920573,641.7433420817057,478.823979695638
"idlimit",1500,50,374.93970659044055,389.7349039713542,387.9070281982422,370.5819447835286
"skiplimit",1500,60,496.6926574707032,637.1339162190756,626.1666615804037,485.0228627522786
"idlimit",1500,60,396.881103515625,418.8219706217448,416.9940948486328,394.900639851888
"skiplimit",1500,70,513.4813713304924,641.1075592041016,628.4713745117188,494.63907877604163
"idlimit",1500,70,406.85046802867544,433.28603108723956,429.5508066813151,406.9010416666667
"skiplimit",1500,80,532.2004619397616,683.3076477050781,683.3076477050781,522.3751068115234
"idlimit",1500,80,433.3236761260451,443.0611928304036,443.0611928304036,434.55759684244794
"skiplimit",1500,90,533.3423614501953,658.9094797770182,658.9094797770182,511.80521647135413
"idlimit",1500,90,448.9328347000421,466.42621358235675,466.42621358235675,450.7700602213542
"skiplimit",1500,100,544.7599622938368,680.2082061767578,680.2082061767578,513.5536193847656
"idlimit",1500,100,468.9905378553603,490.10912577311194,490.10912577311194,466.7441050211589
Count 750
"skiplimit",1550,10,436.7848878265709,605.1858266194662,592.3906962076823,431.29920959472656
"idlimit",1550,10,292.6713676862819,316.6993459065755,302.4737040201823,291.1090850830078
"skiplimit",1550,20,453.72176374125684,618.6962127685547,605.0268809000651,442.0280456542969
"idlimit",1550,20,312.5922292725653,326.077143351237,319.3219502766927,312.2488657633464
"skiplimit",1550,30,463.08224017803485,637.5312805175781,620.2856699625651,449.18060302734375
"idlimit",1550,30,332.6260126554049,350.63425699869794,346.3427225748698,331.4812978108724
"skiplimit",1550,40,480.21373585758045,645.8759307861328,634.2728932698568,459.98891194661456
"idlimit",1550,40,356.2666412092682,372.96613057454425,368.1182861328125,355.64104715983075
"skiplimit",1550,50,485.1997539561282,637.6902262369791,624.1003672281901,460.62469482421875
"idlimit",1550,50,369.6205795452159,375.58873494466144,374.3171691894531,368.9130147298177
"skiplimit",1550,60,505.1508927956605,654.4589996337891,642.8559621175131,492.254892985026
"idlimit",1550,60,391.82565151116785,412.7820332845052,408.33155314127606,387.35071818033856
"skiplimit",1550,70,512.2889643130095,656.7637125651041,641.1870320638021,489.4733428955078
"idlimit",1550,70,402.0946613256482,415.0867462158203,413.57676188151044,405.23211161295575
"skiplimit",1550,80,523.539384206136,656.4458211263021,656.4458211263021,513.7125651041666
"idlimit",1550,80,422.1320152282715,437.2596740722656,437.2596740722656,425.7361094156901
"skiplimit",1550,90,543.2808840716327,683.7844848632812,683.7844848632812,531.2760670979818
"idlimit",1550,90,444.41664660418473,468.25408935546875,468.25408935546875,449.5779673258464
"skiplimit",1550,100,549.2269992828369,673.0556488037109,673.0556488037109,535.0112915039062
"idlimit",1550,100,462.3730977376302,485.1023356119792,485.1023356119792,464.8367563883464
Count 750
"skiplimit",1600,10,437.3997449874878,610.9078725179037,598.6690521240234,430.82237243652344
"idlimit",1600,10,290.76486825942993,304.5399983723958,295.2416737874349,290.15541076660156
"skiplimit",1600,20,449.21040534973145,619.0141042073568,604.9474080403646,441.1538441975911
"idlimit",1600,20,313.38632106781006,328.4613291422526,319.0040588378906,312.48728434244794
"skiplimit",1600,30,466.75293533890334,628.0740102132162,620.2061971028646,459.6710205078125
"idlimit",1600,30,334.2834519751278,358.74048868815106,339.5875295003255,333.94495646158856
"skiplimit",1600,40,477.34975814819336,638.8823191324869,630.6171417236328,468.0951436360677
"idlimit",1600,40,353.6959489186605,373.99927775065106,366.9261932373047,352.3031870524089
"skiplimit",1600,50,489.1032973925272,650.1674652099609,641.028086344401,476.4397939046224
"idlimit",1600,50,370.91970443725586,382.6618194580078,381.8670908610026,368.99248758951825
"skiplimit",1600,60,503.63422911844134,650.8032480875651,649.7701009114584,480.49290974934894
"idlimit",1600,60,391.6775738751447,413.974126180013,398.1590270996094,390.13226826985675
"skiplimit",1600,70,518.5016687365546,674.2477416992188,657.9558054606119,503.698984781901
"idlimit",1600,70,411.0267196876415,418.9809163411458,418.1861877441406,409.92101033528644
"skiplimit",1600,80,531.7211151123047,685.5328877766927,685.5328877766927,515.3814951578776
"idlimit",1600,80,428.6607106526693,436.46494547526044,436.46494547526044,427.7229309082031
"skiplimit",1600,90,546.4686287773981,697.6922353108724,697.6922353108724,531.8323771158854
"idlimit",1600,90,443.1671566433377,453.63108317057294,453.63108317057294,443.53802998860675
"skiplimit",1600,100,560.0998799006144,698.6459096272787,698.6459096272787,539.2233530680338
"idlimit",1600,100,465.5122756958008,478.50608825683594,478.50608825683594,465.39306640625
Count 750
"skiplimit",1650,10,451.45015523891254,681.8771362304688,622.1930185953776,440.75647989908856
"idlimit",1650,10,297.3802161939216,421.36510213216144,319.40142313639325,291.903813680013
"skiplimit",1650,20,466.454938712369,641.028086344401,628.3919016520182,455.2205403645833
"idlimit",1650,20,328.61931735731986,442.74330139160156,331.4812978108724,321.7856089274089
"skiplimit",1650,30,478.5581068559126,646.9090779622396,639.4386291503906,466.1083221435547
"idlimit",1650,30,341.58735564260775,351.90582275390625,348.6474355061849,341.0180409749349
"skiplimit",1650,40,502.29307204957996,655.3332010904948,637.213389078776,497.57957458496094
"idlimit",1650,40,377.45256272573323,534.6934000651041,395.2980041503906,368.5951232910156
"skiplimit",1650,50,512.2892784349846,676.3935089111328,669.1614786783854,500.2021789550781
"idlimit",1650,50,373.5392984717783,389.09912109375,385.7612609863281,371.2177276611328
"skiplimit",1650,60,517.978554680234,668.3667500813802,660.7373555501302,501.0763804117838
"idlimit",1650,60,398.4797568548293,410.7952117919922,406.42420450846356,398.715337117513
"skiplimit",1650,70,534.1933833228217,690.5396779378256,677.6650746663412,517.7656809488932
"idlimit",1650,70,419.1862212287055,441.8690999348958,430.90184529622394,417.788823445638
"skiplimit",1650,80,550.7393488808284,721.136728922526,697.7717081705729,517.2888437906901
"idlimit",1650,80,436.55955602252294,449.81638590494794,443.2201385498047,436.3059997558594
"skiplimit",1650,90,583.0338126734684,729.4019063313802,729.4019063313802,549.0779876708984
"idlimit",1650,90,455.4003999944319,473.4992980957031,473.4992980957031,456.4126332600911
"skiplimit",1650,100,574.5700761383655,725.1103719075521,725.1103719075521,544.6275075276693
"idlimit",1650,100,469.20308879777497,483.6718241373698,483.6718241373698,472.14825948079425
Count 750
"skiplimit",1700,10,450.87571237601486,632.0476531982422,617.1862284342448,443.6175028483073
"idlimit",1700,10,301.6457838170669,380.9134165445964,334.8986307779948,293.49327087402344
"skiplimit",1700,20,478.47710403741576,686.4070892333984,650.9621938069662,469.36670939127606
"idlimit",1700,20,326.04815913181676,394.0264383951823,380.1981608072917,317.1761830647786
"skiplimit",1700,30,497.3620699163069,662.4857584635416,659.3863169352213,471.5124766031901
